"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Meldedatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Strasse";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE936173800102";"LE_ADM2_SB";"In Betrieb";"Speicher";"7";"7";"1/23/2014";"2/8/2020";"Sachsen";"04279";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"7";"";"";"2/8/2020";"";"";"natürliche Person (ABR918381103213)";"ABR918381103213";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL967898023262";"EEG911276768580";"";"1/23/2014";"";"";"";"";"";""
"SEE977245018650";"Dachsolaranlage_x1";"In Betrieb";"Solare Strahlungsenergie";"7,875";"7,875";"1/24/2020";"2/8/2020";"Sachsen";"04435";"Schkeuditz";"";"";"";"";"14730270";"";"";"25";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/8/2020";"";"";"natürliche Person (ABR902624539013)";"ABR902624539013";"Teileinspeisung";"";"Stadtwerke Schkeuditz GmbH (SNB942159258331)";"SNB942159258331";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL931445638988";"EEG949705303583";"";"1/24/2020";"";"";"";"";"";""
"SEE971150231265";"Batteriespeicher_x1";"In Betrieb";"Speicher";"1,6";"1,6";"1/24/2020";"2/8/2020";"Sachsen";"04435";"Schkeuditz";"";"";"";"";"14730270";"";"";"";"";"";"";"";"";"";"4,8";"";"";"2/8/2020";"";"";"natürliche Person (ABR902624539013)";"ABR902624539013";"Teileinspeisung";"";"Stadtwerke Schkeuditz GmbH (SNB942159258331)";"SNB942159258331";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL930555029136";"EEG969926235616";"";"1/24/2020";"";"";"";"";"";""
"SEE919179960452";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"7,41";"7";"6/29/2018";"2/8/2020";"Sachsen";"04349";"Leipzig";"";"";"";"";"14713000";"";"";"26";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/8/2020";"";"";"natürliche Person (ABR992278367162)";"ABR992278367162";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL915722356673";"EEG924413443998";"";"6/29/2018";"";"";"";"";"";""
"SEE905911146161";"MB Dach Einheiten";"In Betrieb";"Solare Strahlungsenergie";"9,38";"7";"1/17/2020";"2/8/2020";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"28";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/8/2020";"";"";"natürliche Person (ABR968315011794)";"ABR968315011794";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL988486373446";"EEG926360193612";"E41081010000000000000000000317848";"1/17/2020";"";"";"";"";"";""
"SEE905618594104";"MB Speicher Einheit";"In Betrieb";"Speicher";"3,3";"3,3";"1/17/2020";"2/8/2020";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"12,5";"";"";"2/8/2020";"";"";"natürliche Person (ABR968315011794)";"ABR968315011794";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL966274437570";"EEG902437133927";"";"1/17/2020";"";"";"";"";"";""
"SEE967294233173";"HB46";"In Betrieb";"Solare Strahlungsenergie";"2,16";"1,5";"6/26/2018";"2/9/2020";"Sachsen";"04347";"Leipzig";"";"";"";"";"14713000";"";"";"6";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/9/2020";"";"";"natürliche Person (ABR988488659623)";"ABR988488659623";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL905930155830";"EEG978757045097";"";"6/26/2018";"";"";"";"";"";""
"SEE926975302751";"Petersohn Büro";"In Betrieb";"Solare Strahlungsenergie";"9,3";"9,3";"1/14/2020";"2/9/2020";"Sachsen";"04509";"Wiedemar";"";"";"";"";"14730340";"";"";"30";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/9/2020";"";"";"natürliche Person (ABR972509028345)";"ABR972509028345";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL933095557374";"EEG990426624129";"";"1/14/2020";"";"";"";"";"";""
"SEE904981288047";"Berheide Photovoltaikanlage";"In Betrieb";"Solare Strahlungsenergie";"5,1";"5";"9/5/2016";"2/9/2020";"Sachsen";"04329";"Leipzig";"";"";"";"";"14713000";"";"";"20";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/9/2020";"";"";"natürliche Person (ABR964253458554)";"ABR964253458554";"Volleinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL962408937374";"EEG966876439484";"E40770010000010000000008630200001";"9/5/2016";"";"";"";"";"";""
"SEE917326315438";"Speicher_WoSo";"In Betrieb";"Speicher";"5,5";"5,5";"11/28/2019";"2/10/2020";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"6,4";"";"";"2/10/2020";"";"";"natürliche Person (ABR934903153597)";"ABR934903153597";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL908055460872";"EEG978644328920";"";"11/28/2019";"";"";"";"";"";""
"SEE942485845618";"BHKW Goyastraße";"In Betrieb";"Erdgas";"54,1";"50";"10/13/2015";"2/10/2020";"Sachsen";"04105";"Leipzig";"Goyastraße";"10";"";"";"14713000";"51,35";"12,35";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/10/2020";"";"";"SAH Leipzig";"ABR969133022863";"";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL923585548951";"";"";"";"";"KWK952806512839";"10/13/2015";"50";"80";""
"SEE917418060130";"BHKW Eutritzsch, Schönefelder Straße 30, 04129 Leipzig";"In Betrieb";"Erdgas";"56";"50";"11/19/2019";"2/10/2020";"Sachsen";"04129";"Leipzig";"Schönefelder Straße";"30";"";"";"14713000";"51,366";"12,389";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/10/2020";"";"";"SAH Leipzig";"ABR969133022863";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL911937065355";"";"";"";"";"KWK917734604544";"11/19/2019";"50";"80";""
"SEE952476802858";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"7,15";"7,15";"1/16/2020";"2/10/2020";"Sachsen";"04420";"Markranstädt";"";"";"";"";"14729270";"";"";"22";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR969411822963)";"ABR969411822963";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL998869414604";"EEG929316436535";"";"1/16/2020";"";"";"";"";"";""
"SEE906194921162";"Speicher";"In Betrieb";"Speicher";"6,5";"6,5";"1/16/2020";"2/10/2020";"Sachsen";"04420";"Markranstädt";"";"";"";"";"14729270";"";"";"";"";"";"";"";"";"";"5,85";"";"";"2/10/2020";"";"";"natürliche Person (ABR969411822963)";"ABR969411822963";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL973301895319";"EEG995395369637";"";"1/16/2020";"";"";"";"";"";""
"SEE993173509350";"PVA Schötzke";"In Betrieb";"Solare Strahlungsenergie";"7,8";"7,8";"1/27/2020";"2/10/2020";"Sachsen";"04651";"Bad Lausick";"";"";"";"";"14729010";"";"";"24";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR909757040409)";"ABR909757040409";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL983948724453";"EEG924781854686";"E41081010000000000000000000317158";"1/27/2020";"";"";"";"";"";""
"SEE978535191640";"Szynkowski";"In Betrieb";"Solare Strahlungsenergie";"5,44";"5";"2/7/2020";"2/10/2020";"Sachsen";"04289";"Leipzig";"";"";"";"";"14713000";"";"";"16";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"4/24/2020";"";"";"natürliche Person (ABR985902247794)";"ABR985902247794";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL926042211917";"EEG966168549990";"E40770010000010005097791295300001";"2/7/2020";"";"";"";"";"";""
"SEE944802973288";"SzynkowskiSp";"In Betrieb";"Speicher";"5,44";"5";"2/7/2020";"2/10/2020";"Sachsen";"04289";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"4,6";"";"";"4/23/2020";"";"";"natürliche Person (ABR985902247794)";"ABR985902247794";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL926042211917";"EEG956058571279";"";"2/7/2020";"";"";"";"";"";""
"SEE941661241268";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"9,6";"9,6";"1/9/2020";"2/10/2020";"Sachsen";"04159";"Leipzig";"";"";"";"";"14713000";"";"";"30";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR909846178808)";"ABR909846178808";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL911821430429";"EEG985436649279";"";"1/9/2020";"";"";"";"";"";""
"SEE961435194460";"Speicher";"In Betrieb";"Speicher";"2,25";"2,25";"1/9/2020";"2/10/2020";"Sachsen";"04159";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"7,5";"";"";"2/10/2020";"";"";"natürliche Person (ABR909846178808)";"ABR909846178808";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL956297749361";"EEG908497779488";"";"1/9/2020";"";"";"";"";"";""
"SEE976677958237";"Scheune";"In Betrieb";"Solare Strahlungsenergie";"9,75";"9,75";"2/5/2020";"2/10/2020";"Sachsen";"04880";"Elsnig";"";"";"";"";"14730120";"";"";"30";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"4/27/2020";"";"";"natürliche Person (ABR988313615305)";"ABR988313615305";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL979260921588";"EEG950798773078";"E41081010000000000000000000318295";"2/5/2020";"";"";"";"";"";""
"SEE939584659567";"BHKW CC48-Grimma, Bahnhofstraße 5";"In Betrieb";"Erdgas";"50";"50";"2/7/2020";"2/10/2020";"Sachsen";"04668";"Grimma";"Bahnhofstraße";"5";"";"";"14729160";"51,226";"12,718";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/10/2020";"";"";"EKT Energie und Kommunal-Technologie GmbH";"ABR935540117324";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL954528065471";"";"";"";"";"KWK900984227700";"2/7/2020";"50";"89";""
"SEE920085888419";"Speicher";"In Betrieb";"Speicher";"3";"3";"2/5/2020";"2/10/2020";"Sachsen";"04880";"Elsnig";"";"";"";"";"14730120";"";"";"";"";"";"";"";"";"";"11,7";"";"";"2/15/2020";"";"";"natürliche Person (ABR988313615305)";"ABR988313615305";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL952552929202";"EEG975350365447";"";"2/5/2020";"";"";"";"";"";""
"SEE902433281943";"Solar-Einheit";"In Betrieb";"Solare Strahlungsenergie";"9,3";"9";"6/1/2018";"2/10/2020";"Sachsen";"04249";"Leipzig";"";"";"";"";"14713000";"";"";"16";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR945320861866)";"ABR945320861866";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL933335906894";"EEG935678528207";"";"6/1/2018";"";"";"";"";"";""
"SEE983158190017";"R4b";"In Betrieb";"Solare Strahlungsenergie";"9,9";"9,9";"3/31/2017";"2/10/2020";"Sachsen";"04249";"Leipzig";"";"";"";"991/2";"14713000";"";"";"36";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"HL-Baumaschinen-Kontor";"ABR992516544331";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL912699301460";"EEG931769927911";"";"3/31/2017";"";"";"";"";"";""
"SEE983013376938";"R4b - Speicher";"In Betrieb";"Speicher";"9,3";"2,5";"4/25/2017";"2/10/2020";"Sachsen";"04249";"Leipzig";"";"";"";"991/2";"14713000";"";"";"";"";"";"";"";"";"";"9,3";"";"";"2/10/2020";"";"";"HL-Baumaschinen-Kontor";"ABR992516544331";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL902697881606";"";"";"";"";"";"";"";"";""
"SEE967042572158";"PVA Juhnke";"In Betrieb";"Solare Strahlungsenergie";"14,4";"3";"9/20/2018";"2/10/2020";"Sachsen";"04420";"Markranstädt";"";"";"";"";"14729270";"";"";"48";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR903037452005)";"ABR903037452005";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL949873025386";"EEG983183793320";"";"9/20/2018";"";"";"";"";"";""
"SEE944071193011";"Sonnengott";"In Betrieb";"Solare Strahlungsenergie";"5,13";"5";"3/20/2018";"2/10/2020";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"19";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR940183617711)";"ABR940183617711";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL901166297818";"EEG986274492058";"E41081010000000000000000000265168";"2/7/2018";"";"";"";"";"";""
"SEE931931847092";"PVA Juhnke";"In Betrieb";"Speicher";"3";"3";"9/20/2018";"2/10/2020";"Sachsen";"04420";"Markranstädt";"";"";"";"";"14729270";"";"";"";"";"";"";"";"";"";"11,7";"";"";"2/10/2020";"";"";"natürliche Person (ABR903037452005)";"ABR903037452005";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL962431024379";"EEG972619615909";"";"9/20/2018";"";"";"";"";"";""
"SEE910971235137";"Sonnengott";"In Betrieb";"Speicher";"2,6";"2,6";"2/7/2018";"2/10/2020";"Sachsen";"04288";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"5";"";"";"2/10/2020";"";"";"natürliche Person (ABR940183617711)";"ABR940183617711";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL904768766140";"EEG957902752516";"";"2/7/2018";"";"";"";"";"";""
"SEE936552504751";"SK-PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"9,05";"7,6";"11/28/2019";"2/10/2020";"Sachsen";"04229";"Leipzig";"";"";"";"";"14713000";"";"";"27";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR935151485669)";"ABR935151485669";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL999663736480";"EEG908571652713";"";"11/28/2019";"";"";"";"";"";""
"SEE976920403774";"Tal";"In Betrieb";"Solare Strahlungsenergie";"9,92";"8";"1/29/2020";"2/10/2020";"Sachsen";"04651";"Bad Lausick";"";"";"";"";"14729010";"";"";"31";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/10/2020";"";"";"natürliche Person (ABR964635015504)";"ABR964635015504";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL928233498275";"EEG914597194465";"E41081010000000000000000000312647";"1/29/2020";"";"";"";"";"";""
"SEE914972868004";"Tal SP";"In Betrieb";"Speicher";"9";"3";"1/29/2020";"2/10/2020";"Sachsen";"04651";"Bad Lausick";"";"";"";"";"14729010";"";"";"";"";"";"";"";"";"";"10,5";"";"";"2/10/2020";"";"";"natürliche Person (ABR964635015504)";"ABR964635015504";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL927571863226";"EEG957259484221";"";"1/29/2020";"";"";"";"";"";""
"SEE968854586289";"PV-Gall-BuWe";"In Betrieb";"Solare Strahlungsenergie";"5,2";"5";"2/10/2020";"2/18/2020";"Sachsen";"04838";"Jesewitz";"";"";"";"";"14730140";"";"";"16";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/18/2020";"";"";"natürliche Person (ABR993365554731)";"ABR993365554731";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL996719064320";"EEG956397204166";"";"2/10/2020";"";"";"";"";"";""
"SEE991096871073";"PV-Speicher";"In Betrieb";"Solare Strahlungsenergie";"5";"5";"9/13/2019";"2/11/2020";"Sachsen";"04249";"Leipzig";"";"";"";"";"14713000";"";"";"20";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/11/2020";"";"";"natürliche Person (ABR907542573248)";"ABR907542573248";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL920342090593";"EEG941187962074";"";"9/13/2019";"";"";"";"";"";""
"SEE912343565491";"Solaranlage";"In Betrieb";"Solare Strahlungsenergie";"5,76";"4,6";"2/11/2020";"2/11/2020";"Sachsen";"04451";"Borsdorf";"";"";"";"";"14729060";"";"";"18";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/11/2020";"";"";"natürliche Person (ABR926179578334)";"ABR926179578334";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL991915746827";"EEG981130514295";"E41081010000000000000000000316331";"2/11/2020";"";"";"";"";"";""
"SEE965107903664";"Stromspeicher";"In Betrieb";"Speicher";"4,6";"4,6";"2/11/2020";"2/11/2020";"Sachsen";"04451";"Borsdorf";"";"";"";"";"14729060";"";"";"";"";"";"";"";"";"";"6,4";"";"";"2/11/2020";"";"";"natürliche Person (ABR926179578334)";"ABR926179578334";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL991300534848";"EEG968371791548";"";"2/11/2020";"";"";"";"";"";""
"SEE975106842963";"PV-Anlage in Stahmeln";"In Betrieb";"Solare Strahlungsenergie";"6,03";"6";"1/15/2020";"2/11/2020";"Sachsen";"04159";"Leipzig";"";"";"";"";"14713000";"";"";"18";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/11/2020";"";"";"natürliche Person (ABR979350528581)";"ABR979350528581";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL970494741683";"EEG989509992989";"";"1/15/2020";"";"";"";"";"";""
"SEE985325068907";"PV-Speicher in Stahmeln";"In Betrieb";"Speicher";"6,4";"5";"1/15/2020";"2/11/2020";"Sachsen";"04159";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"6,4";"";"";"2/11/2020";"";"";"natürliche Person (ABR979350528581)";"ABR979350528581";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL945056366147";"EEG900508049825";"";"1/15/2020";"";"";"";"";"";""
"SEE949027021912";"Garage";"In Betrieb";"Solare Strahlungsenergie";"9,9";"7";"8/30/2019";"2/11/2020";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"36";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/11/2020";"";"";"natürliche Person (ABR998789088435)";"ABR998789088435";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL945314880163";"EEG903291342074";"";"8/30/2019";"";"";"";"";"";""
"SEE980770429341";"V-00245-E-19";"In Betrieb";"Solare Strahlungsenergie";"7,37";"3";"2/6/2020";"2/11/2020";"Sachsen";"04564";"Böhlen";"";"";"";"";"14729040";"";"";"22";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/11/2020";"";"";"natürliche Person (ABR969491941189)";"ABR969491941189";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL965235162469";"EEG973354747771";"";"2/6/2020";"";"";"";"";"";""
"SEE976832362411";"MyReserve";"In Betrieb";"Speicher";"1,6";"1,6";"2/11/2020";"2/11/2020";"Sachsen";"04808";"Lossatal";"";"";"";"";"14729245";"";"";"";"";"";"";"";"";"";"4,8";"";"";"2/11/2020";"";"";"natürliche Person (ABR940753713768)";"ABR940753713768";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL968789141522";"EEG961094859212";"";"2/11/2020";"";"";"";"";"";""
"SEE965346927513";"Dachanlage 1 Erweiterung";"In Betrieb";"Solare Strahlungsenergie";"2,03";"2,03";"11/28/2019";"2/11/2020";"Sachsen";"04821";"Brandis";"";"";"";"";"14729070";"";"";"7";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/11/2020";"";"";"natürliche Person (ABR953178054057)";"ABR953178054057";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL958575037580";"EEG924478869474";"E41081010000000000000000000302318";"11/28/2019";"";"";"";"";"";""
