"MaStR-Nr. der Einheit";"Anzeige-Name der Einheit";"Betriebs-Status";"Energieträger";"Bruttoleistung der Einheit";"Nettonennleistung der Einheit";"Inbetriebnahmedatum der Einheit";"Meldedatum der Einheit";"Bundesland";"Postleitzahl";"Ort";"Strasse";"Hausnummer";"Gemarkung";"Flurstück";"Gemeindeschlüssel";"Koordinate: Breitengrad (WGS84)";"Koordinate: Längengrad (WGS84)";"Anzahl der Solar-Module";"Hauptausrichtung der Solar-Module";"Nabenhöhe der Windenergieanlage";"Rotordurchmesser der Windenergieanlage";"Hersteller der Windenergieanlage";"Typenbezeichnung";"Hauptbrennstoff der Einheit";"Nutzbare Speicherkapazität in kWh";"Technologie der Stromerzeugung";"Lage der Einheit";"Letzte Aktualisierung";"Datum der endgültigen Stilllegung";"Datum der geplanten Inbetriebnahme";"Name des Anlagenbetreibers (nur Org.)";"	MaStR-Nr. des Anlagenbetreibers";"Volleinspeisung oder Teileinspeisung";"MaStR-Nr. der Genehmigung";"Name des Anschluss-Netzbetreibers";"MaStR-Nr. des Anschluss-Netzbetreibers";"Netzbetreiberprüfung";"Spannungsebene";"MaStR-Nr. der Lokation";"MaStR-Nr. der EEG-Anlage";"EEG-Anlagenschlüssel";"Inbetriebnahmedatum der EEG-Anlage";"Zuschlagnummer (EEG/KWK-Ausschreibung)";"MaStR-Nr. der KWK-Anlage";"Inbetriebnahmedatum der KWK-Anlage";"Elektrische KWK-Leistung";"Thermische Nutzleistung in kW";"MaStR-Nr. der zugeordneten Migrationseinheit"
"SEE983600296304";"Anlage Hausdach";"In Betrieb";"Solare Strahlungsenergie";"7,2";"7";"2/11/2020";"2/12/2020";"Sachsen";"04107";"Leipzig";"";"";"";"";"14713000";"";"";"18";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"3/12/2020";"";"";"natürliche Person (ABR956498492417)";"ABR956498492417";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL928156206223";"EEG907333407004";"E40770010000010005097790702900001";"2/11/2020";"";"";"";"";"";""
"SEE982302985776";"124978_HS_Hausdach";"In Betrieb";"Solare Strahlungsenergie";"8,96";"8,5";"12/4/2019";"2/12/2020";"Sachsen";"04758";"Oschatz";"";"";"";"";"14730230";"";"";"28";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"3/5/2020";"";"";"natürliche Person (ABR943116097888)";"ABR943116097888";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL964540629865";"EEG957709634398";"E41081010000000000000000000320968";"12/4/2019";"";"";"";"";"";""
"SEE968538929654";"115816_CT_Hausdach";"In Betrieb";"Solare Strahlungsenergie";"4,48";"4,48";"1/22/2020";"2/12/2020";"Sachsen";"04683";"Fuchshain";"";"";"";"";"14729300";"";"";"14";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/12/2020";"";"";"natürliche Person (ABR987409343535)";"ABR987409343535";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL922442700501";"EEG999518334281";"";"1/22/2020";"";"";"";"";"";""
"SEE970536916246";"PV Anlage Auenstraße 20";"In Betrieb";"Solare Strahlungsenergie";"8,71";"8,71";"2/4/2020";"2/12/2020";"Sachsen";"04509";"Delitzsch";"";"";"";"";"14730070";"";"";"26";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/12/2020";"";"";"natürliche Person (ABR911354711378)";"ABR911354711378";"Teileinspeisung";"";"Stadtwerke Delitzsch GmbH (SNB937001443546)";"SNB937001443546";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL907626217105";"EEG920186300933";"";"2/4/2020";"";"";"";"";"";""
"SEE939988605795";"Stromspeicher Auenstraße 20";"In Betrieb";"Speicher";"3";"3";"2/4/2020";"2/12/2020";"Sachsen";"04509";"Delitzsch";"";"";"";"";"14730070";"";"";"";"";"";"";"";"";"";"6,5";"";"";"2/12/2020";"";"";"natürliche Person (ABR911354711378)";"ABR911354711378";"Teileinspeisung";"";"Stadtwerke Delitzsch GmbH (SNB937001443546)";"SNB937001443546";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL920163371529";"EEG933949965478";"";"2/4/2020";"";"";"";"";"";""
"SEE988160418883";"2. SOLARNUTZUNGSEINHEIT";"In Betrieb";"Solare Strahlungsenergie";"4,5";"4,5";"10/24/2017";"1/21/2020";"Sachsen";"04249";"Leipzig";"";"";"";"";"14713000";"";"";"15";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/13/2020";"";"";"natürliche Person (ABR965973024708)";"ABR965973024708";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL948331538109";"EEG999310113060";"E40770010000010000000009498300001";"10/24/2017";"";"";"";"";"";""
"SEE997373938750";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"9,57";"8,2";"1/6/2020";"2/13/2020";"Sachsen";"04509";"Wiedemar";"";"";"";"";"14730340";"";"";"29";"West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/13/2020";"";"";"natürliche Person (ABR928293504190)";"ABR928293504190";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL982970129328";"EEG916461094703";"E41081010000000000000000000312290";"1/6/2020";"";"";"";"";"";""
"SEE901534459589";"Speicher";"In Betrieb";"Speicher";"2,25";"2,25";"1/6/2020";"2/13/2020";"Sachsen";"04509";"Wiedemar";"";"";"";"";"14730340";"";"";"";"";"";"";"";"";"";"7,5";"";"";"2/13/2020";"";"";"natürliche Person (ABR928293504190)";"ABR928293504190";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL912050371675";"EEG953467769112";"";"1/6/2020";"";"";"";"";"";""
"SEE914549809836";"PVA";"In Betrieb";"Solare Strahlungsenergie";"7,68";"7,68";"2/13/2020";"2/13/2020";"Sachsen";"04552";"Borna";"";"";"";"";"14729050";"";"";"24";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/13/2020";"";"";"natürliche Person (ABR941031773931)";"ABR941031773931";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL910289768563";"EEG977485131669";"";"2/13/2020";"";"";"";"";"";""
"SEE940730666797";"E3DC";"In Betrieb";"Speicher";"1,5";"1,5";"2/13/2020";"2/13/2020";"Sachsen";"04552";"Borna";"";"";"";"";"14729050";"";"";"";"";"";"";"";"";"";"6,5";"";"";"2/13/2020";"";"";"natürliche Person (ABR941031773931)";"ABR941031773931";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL921757521092";"EEG991061340450";"";"2/13/2020";"";"";"";"";"";""
"SEE939852547596";"V-00292-E-19";"In Betrieb";"Solare Strahlungsenergie";"7,15";"7,15";"2/6/2020";"2/13/2020";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"26";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/13/2020";"";"";"natürliche Person (ABR975059225899)";"ABR975059225899";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL913916111183";"EEG934335133778";"";"2/6/2020";"";"";"";"";"";""
"SEE922275302330";"Keller-Erdgas-KWK";"In Betrieb";"Erdgas";"0,75";"0,75";"2/13/2020";"2/13/2020";"Sachsen";"04821";"Brandis";"";"";"";"";"14729070";"";"";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Brennstoffzelle";"";"2/13/2020";"";"";"natürliche Person (ABR944913486691)";"ABR944913486691";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL963909732000";"";"";"";"";"KWK910656031016";"2/13/2020";"0.75";"1";""
"SEE922180197045";"StromvomDach";"In Betrieb";"Solare Strahlungsenergie";"9,75";"9,75";"1/29/2020";"2/14/2020";"Sachsen";"04874";"Belgern";"";"";"";"";"14730045";"";"";"30";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/14/2020";"";"";"natürliche Person (ABR958875224871)";"ABR958875224871";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL934222126753";"EEG947600585981";"E41081010000000000000000000306679";"1/29/2020";"";"";"";"";"";""
"SEE936649063291";"PVA-S.";"In Betrieb";"Solare Strahlungsenergie";"7,36";"7";"2/14/2020";"2/14/2020";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"23";"Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/14/2020";"";"";"natürliche Person (ABR920360867108)";"ABR920360867108";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL963703502922";"EEG955162956422";"";"2/14/2020";"";"";"";"";"";""
"SEE915998259814";"PVA-S.-Batterie";"In Betrieb";"Speicher";"2,5";"2,5";"2/14/2020";"2/14/2020";"Sachsen";"04668";"Grimma";"";"";"";"";"14729160";"";"";"";"";"";"";"";"";"";"6,5";"";"";"2/14/2020";"";"";"natürliche Person (ABR920360867108)";"ABR920360867108";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL935444470204";"EEG983369091103";"";"2/14/2020";"";"";"";"";"";""
"SEE919395394109";"Leipzig KWK 2";"In Betrieb";"Erdgas";"3.329";"3.262";"11/30/2016";"2/14/2020";"Sachsen";"04349";"Leipzig";"BMW-Allee";"1";"";"";"14713000";"51,411";"12,448";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/14/2020";"";"";"BMW AG";"ABR929322061196";"Teileinspeisung";"SGE999482400722";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL969207653030";"";"";"";"";"KWK946925314948";"11/30/2016";"3329";"3300";""
"SEE913520205957";"SBA Paschwitz Sprotta";"In Betrieb";"Solare Strahlungsenergie";"714,42";"570";"2/1/2020";"2/14/2020";"Sachsen";"04838";"Doberschütz";"Vogelherdstr.";"3";"";"";"14730080";"51,474";"12,707";"2268";"Süd-Ost";"";"";"";"";"";"";"";"Freifläche";"2/14/2020";"";"";"SBA Solaranlagen Betriebs- und Verwaltungs GmbH";"ABR950078853308";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL980256567215";"EEG930791050253";"";"2/1/2020";"";"";"";"";"";""
"SEE999747692817";"Carport";"In Betrieb";"Solare Strahlungsenergie";"7,68";"7";"1/1/2020";"2/15/2020";"Sachsen";"04654";"Frohburg";"";"";"";"";"14729230";"";"";"24";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Sonstige)";"2/15/2020";"";"";"natürliche Person (ABR909012582705)";"ABR909012582705";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL987012768022";"EEG957929626586";"";"1/1/2020";"";"";"";"";"";""
"SEE932890202663";"PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"9,7";"8";"1/27/2020";"2/15/2020";"Sachsen";"04654";"Frohburg";"";"";"";"";"14729140";"";"";"32";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/15/2020";"";"";"natürliche Person (ABR982742276021)";"ABR982742276021";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL904668179576";"EEG917189217771";"E41081010000000000000000000316461";"1/27/2020";"";"";"";"";"";""
"SEE941595490794";"Stromspeicher";"In Betrieb";"Speicher";"2,25";"2,25";"1/27/2020";"2/15/2020";"Sachsen";"04654";"Frohburg";"";"";"";"";"14729140";"";"";"";"";"";"";"";"";"";"10";"";"";"2/15/2020";"";"";"natürliche Person (ABR982742276021)";"ABR982742276021";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL921142737855";"EEG962252041326";"";"1/27/2020";"";"";"";"";"";""
"SEE909528889527";"St. Gänsicke";"In Betrieb";"Solare Strahlungsenergie";"7,4";"7";"1/1/2020";"2/16/2020";"Sachsen";"04774";"Dahlen";"";"";"";"";"14730060";"";"";"27";"Süd-Ost";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/16/2020";"";"";"natürliche Person (ABR983662239257)";"ABR983662239257";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL994518930600";"EEG953071347751";"";"1/1/2020";"";"";"";"";"";""
"SEE974809541920";"PV-Anlage";"In Betrieb";"Solare Strahlungsenergie";"6,4";"6";"1/11/2020";"2/17/2020";"Sachsen";"04205";"Leipzig";"";"";"";"";"14713000";"";"";"20";"Ost-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"3/26/2020";"";"";"natürliche Person (ABR953477941898)";"ABR953477941898";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL998451789141";"EEG952897230711";"E40770010000010005097790711000001";"1/11/2020";"";"";"";"";"";""
"SEE919849394440";"Stromspeicher";"In Betrieb";"Speicher";"2,25";"2,25";"1/11/2020";"2/17/2020";"Sachsen";"04205";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"7,5";"";"";"3/11/2020";"";"";"natürliche Person (ABR953477941898)";"ABR953477941898";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL998451789141";"EEG905366246119";"";"1/11/2020";"";"";"";"";"";""
"SEE921740885385";"PVA-Sch.";"In Betrieb";"Solare Strahlungsenergie";"5,44";"5";"2/17/2020";"2/17/2020";"Sachsen";"04758";"Oschatz";"";"";"";"";"14730230";"";"";"17";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/17/2020";"";"";"natürliche Person (ABR929933409592)";"ABR929933409592";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL951444788118";"EEG938422768096";"";"2/17/2020";"";"";"";"";"";""
"SEE943894905641";"Dach Bürogebäude Krippehna";"In Betrieb";"Solare Strahlungsenergie";"19,24";"18";"11/12/2015";"2/17/2020";"Sachsen";"04838";"Zschepplin";"";"";"";"";"14730360";"";"";"74";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/17/2020";"";"";"Stahlbau GmbH Krippehna-Eilenburg";"ABR986603965833";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL938941507527";"EEG962293948905";"E41081010000000000000000000234864";"11/12/2015";"";"";"";"";"";""
"SEE984224290334";"Amun1";"In Betrieb";"Solare Strahlungsenergie";"9,1";"9,1";"1/31/2020";"2/17/2020";"Sachsen";"04552";"Borna";"";"";"";"";"14729050";"";"";"26";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/17/2020";"";"";"natürliche Person (ABR968689475611)";"ABR968689475611";"Teileinspeisung";"";"Städtische Werke Borna Netz GmbH (SNB946013720880)";"SNB946013720880";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL952671122140";"EEG902357544605";"";"1/31/2020";"";"";"";"";"";""
"SEE950568801024";"Amun2";"In Betrieb";"Speicher";"13,5";"13,5";"1/31/2020";"2/17/2020";"Sachsen";"04552";"Borna";"";"";"";"";"14729050";"";"";"";"";"";"";"";"";"";"13,5";"";"";"2/17/2020";"";"";"natürliche Person (ABR968689475611)";"ABR968689475611";"Teileinspeisung";"";"Städtische Werke Borna Netz GmbH (SNB946013720880)";"SNB946013720880";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL933381526091";"EEG922892316772";"";"1/31/2020";"";"";"";"";"";""
"SEE909760268906";"Stromspeicher";"In Betrieb";"Speicher";"2,25";"2,25";"1/21/2020";"2/17/2020";"Sachsen";"04509";"Delitzsch";"";"";"";"";"14730070";"";"";"";"";"";"";"";"";"";"5";"";"";"2/17/2020";"";"";"natürliche Person (ABR905960611177)";"ABR905960611177";"Teileinspeisung";"";"Stadtwerke Delitzsch GmbH (SNB937001443546)";"SNB937001443546";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL915531389299";"EEG984037934715";"";"1/21/2020";"";"";"";"";"";""
"SEE904560622538";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"9";"9";"6/1/2019";"2/18/2020";"Sachsen";"04509";"Krostitz";"";"";"";"";"14730150";"";"";"18";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/18/2020";"";"";"natürliche Person (ABR965918588609)";"ABR965918588609";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL945142770100";"EEG945823046371";"";"6/1/2019";"";"";"";"";"";""
"SEE941248919702";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"6";"6";"1/15/2020";"2/18/2020";"Sachsen";"04567";"Kitzscher";"";"";"";"";"14729220";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/18/2020";"";"";"natürliche Person (ABR917279092349)";"ABR917279092349";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL946926263160";"EEG929877705149";"";"1/15/2020";"";"";"";"";"";""
"SEE985749849694";"Speicher";"In Betrieb";"Speicher";"2,25";"2,25";"1/15/2020";"2/18/2020";"Sachsen";"04567";"Kitzscher";"";"";"";"";"14729220";"";"";"";"";"";"";"";"";"";"5";"";"";"2/18/2020";"";"";"natürliche Person (ABR917279092349)";"ABR917279092349";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL982966234326";"EEG966455989263";"";"1/15/2020";"";"";"";"";"";""
"SEE949868952468";"BHKW_Leipzig, Geißlerstraße";"In Betrieb";"Erdgas";"5,6";"5,5";"1/29/2016";"2/18/2020";"Sachsen";"04315";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/18/2020";"";"";"natürliche Person (ABR963553617821)";"ABR963553617821";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL930771741447";"";"";"";"";"KWK910819531575";"1/29/2016";"5.5";"14.7";""
"SEE925015506074";"Weimarer Dach";"In Betrieb";"Solare Strahlungsenergie";"8,125";"8";"2/18/2020";"2/18/2020";"Sachsen";"04205";"Leipzig";"";"";"";"";"14713000";"";"";"25";"Süd-West";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/18/2020";"";"";"natürliche Person (ABR943514501826)";"ABR943514501826";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL958652842335";"EEG921303250360";"";"2/18/2020";"";"";"";"";"";""
"SEE955695894888";"9027412";"In Betrieb";"Erdgas";"50";"50";"9/28/2016";"2/18/2020";"Sachsen";"04860";"Torgau";"Nordring";"14";"";"";"14730310";"51,563";"13";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/19/2020";"";"";"Stadtwerke Torgau GmbH";"ABR950517690921";"Volleinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL963682542636";"";"";"";"";"KWK912625627503";"9/28/2016";"50";"100";""
"SEE949215465757";"9027441";"In Betrieb";"Erdgas";"52,5";"50";"11/3/2014";"2/18/2020";"Sachsen";"04860";"Torgau";"Lassallestraße";"10";"";"";"14730310";"51,556";"12,994";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/19/2020";"";"";"Stadtwerke Torgau GmbH";"ABR950517690921";"Volleinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL962429583796";"";"";"";"";"KWK957706169725";"11/3/2014";"50";"87.1";""
"SEE918587522566";"9027442";"In Betrieb";"Erdgas";"50";"50";"8/24/2016";"2/18/2020";"Sachsen";"04860";"Torgau";"Eilenburger Straße";"28";"";"";"14730310";"51,555";"12,988";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/19/2020";"";"";"Stadtwerke Torgau GmbH";"ABR950517690921";"Volleinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL987664389576";"";"";"";"";"KWK917477590005";"8/24/2016";"50";"100";""
"SEE960619769739";"PVA Sprotta-Paschwitz";"In Betrieb";"Solare Strahlungsenergie";"749,925";"749,925";"2/16/2018";"2/18/2020";"Sachsen";"04838";"Doberschütz";"";"";"Paschwitz";"Flur1:102/25, 102/26, 102/35, 102/36, 102/37";"14730080";"51,475";"12,704";"2727";"Süd";"";"";"";"";"";"";"";"Freifläche";"2/18/2020";"";"";"envia THERM GmbH";"ABR987228640990";"Volleinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Mittelspannung";"SEL997023596378";"EEG903716578224";"E41081010000000000000000000258157";"2/16/2018";"";"";"";"";"";""
"SEE912705780227";"9027444";"In Betrieb";"Erdgas";"50";"50";"10/29/2015";"2/18/2020";"Sachsen";"04860";"Torgau";"Eilenburger Straße";"0";"";"";"14730310";"51,557";"12,993";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/19/2020";"";"";"Stadtwerke Torgau GmbH";"ABR950517690921";"Volleinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL906603443278";"";"";"";"";"KWK991729426403";"10/29/2015";"50";"85";""
"SEE991595835330";"PVA-F.";"In Betrieb";"Solare Strahlungsenergie";"6,3";"6";"2/18/2020";"2/18/2020";"Sachsen";"04316";"Leipzig";"";"";"";"";"14713000";"";"";"20";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/18/2020";"";"";"natürliche Person (ABR956378827940)";"ABR956378827940";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL958867668812";"EEG986692757364";"";"2/18/2020";"";"";"";"";"";""
"SEE929845623093";"PVA-F. Speicher";"In Betrieb";"Speicher";"1,6";"1,6";"2/18/2020";"2/18/2020";"Sachsen";"04316";"Leipzig";"";"";"";"";"14713000";"";"";"";"";"";"";"";"";"";"4,8";"";"";"2/18/2020";"";"";"natürliche Person (ABR956378827940)";"ABR956378827940";"Teileinspeisung";"";"Mitteldeutsche Netzgesellschaft Strom mbH (SNB916269213931)";"SNB916269213931";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL940493574117";"EEG988678422525";"";"2/18/2020";"";"";"";"";"";""
"SEE948450465607";"Hausdach";"In Betrieb";"Solare Strahlungsenergie";"6,095";"6,095";"3/28/2014";"2/18/2020";"Sachsen";"04329";"Leipzig";"";"";"";"";"14713000";"";"";"23";"Süd";"";"";"";"";"";"";"";"Bauliche Anlagen (Hausdach, Gebäude und Fassade)";"2/18/2020";"";"";"natürliche Person (ABR915245037226)";"ABR915245037226";"Teileinspeisung";"";"Netz Leipzig GmbH (SNB948859455841)";"SNB948859455841";"In Prüfung";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL903711630477";"EEG919578631687";"E40770010000010000000007015800001";"3/28/2014";"";"";"";"";"";""
"SEE907703755773";"9027443";"In Betrieb";"Erdgas";"38";"33";"10/13/2014";"2/19/2020";"Sachsen";"04860";"Torgau";"Fischerdörfchen";"11";"";"";"14730310";"51,556";"13,008";"";"";"";"";"";"";"Erdgas, Erdölgas";"";"Verbrennungsmotor";"";"2/19/2020";"";"";"Stadtwerke Torgau GmbH";"ABR950517690921";"Teileinspeisung";"";"Stadtwerke Torgau GmbH (SNB933235634552)";"SNB933235634552";"Geprüft";"Niederspannung (= Hausanschluss/Haushaltsstrom)";"SEL981405032622";"";"";"";"";"KWK986678388933";"10/13/2014";"33";"71.6";""
